name_he,name_lat,source,source_id
נהרונית נימית,Potamageton trichoides,wildflowers,1947
וליסנריה סלולה,Vallisneria spiralis,wildflowers,1948
רוריפה שרועה,Rorippa prostrata,wildflowers,1949
זקנית חובקת,Barbula convoluta,wildflowers,1950
מתלולן הערבות,Agathophora alopecuroides,wildflowers,1951
אוג קוצני,Rhus tripartita,wildflowers,1952
גומא דל-שיבולים,Cyperus distachyos,wildflowers,1953
סלוודורה פרסית,Salvadora persica,wildflowers,1954
שעלבית מסרקנית,Ctenopsis pectinella,wildflowers,1955
סיסן זוני,Catapodium marinum,wildflowers,1956
אספסת מפוצלת,Medicago laciniata,wildflowers,1957
חלבלוב הסנפירים,Euphorbia cyathophora,wildflowers,1958
סלביניה צפה,Salvinia natans,wildflowers,1959
שיטה סוככנית,Vachellia tortilis,wildflowers,196
חשפונית עדינה,Anogramma leptophylla,wildflowers,1960
אספלניום הנקיקים,Asplenium ruta-muraria,wildflowers,1961
אספלניום גלילי,Asplenium trichomanes,wildflowers,1962
עדשת-מים זעירה,Lemna minor,wildflowers,1963
כף- אווז אדומה,Chenopodium chenopodioides,wildflowers,1965
פילגון מפתיע,Filago inexpectata,wildflowers,1966
זהבית שרונית,Gagea dayana,wildflowers,1967
ניסמנית קיפחת,Urochloa mutica,wildflowers,1968
לשון-שור נגבית,Hormuzakia negevensis,wildflowers,1969
מקור-חסידה קירח,Erodium glaucophyllum,wildflowers,1970
חלבלוב קהירי,Euphorbia retusa,wildflowers,1971
דוחן אשון,Panicum turgidum,wildflowers,1972
שרביטן הערבה,Ephedra ciliata,wildflowers,1973
בלוטנית הדורים,Commicarpus helenae,wildflowers,1974
אגרוסטמה עדינה,Agrostemma gracile,wildflowers,1975
דורה תרבותית,Sorghum bicolor,wildflowers,1976
עשנן קטן,Fumaria parviflora,wildflowers,1977
כוכבית גדולה,Stellaria cupaniana,wildflowers,1978
ציפורנית מקופחת,silene apetala,wildflowers,1979
ציפורנית לילית,Silene nocturna,wildflowers,1980
ורוניקה קטנת-פרחים,veronica panormitana,wildflowers,1981
קרסולה מכונפת,Crassula alata,wildflowers,1982
חלבלוב מרושת,Euphorbia oxyodonta,wildflowers,1983
חלבלוב שרוע,Euphorbia peplis,wildflowers,1984
צלבית עשבונית,Crucianella aegyptiaca,wildflowers,1985
סמר מצוי,Juncus bufonius,wildflowers,1987
זמזומית סגולה,Bellevalia trifoliata,wildflowers,1988
גרגרנית משובלת,Trigonella spicata,wildflowers,1989
תלתן ישראלי,Trifolium israeliticum,wildflowers,1990
צללית ים-תיכונית,Minuartia mediterranea,wildflowers,1991
אפזרית דו-אבקנית,Spergularia diandra,wildflowers,1992
פגוניה דביקה,Fagonia glutinosa,wildflowers,1993
אביבית בינונית,Erophila praecox,wildflowers,1994
חולית החוף,Cutandia maritima,wildflowers,1995
מלקולמיה הררית,Malcolmia chia,wildflowers,1996
רב-גולה ערבי,Sclerocephalus arabicus,wildflowers,1997
כתלית זעירה,Parietaria alsinifolia,wildflowers,1998
עוקץ-עקרב ים-המלח,Heliotropium maris-mortui,wildflowers,1999
שושן צחור,Lilium candidum,wildflowers,2
לוף ארץ-ישראלי,Arum palaestinum,wildflowers,20
דבקת החומות,Galium murale,wildflowers,2000
גרגרנית כוכבנית,Trigonella stellata,wildflowers,2001
אפיונה מחוספסת,Iphiona scabra,wildflowers,2002
שנס המדבר,Neotorularia toruloss,wildflowers,2003
קחוון ים-המלח,Anthemis maris-mortui,wildflowers,2004
מנתור ערבי,Matthiola arabica,wildflowers,2005
רכפה דקת-שיבולת,Reseda stenostachya,wildflowers,2007
קרנונית לקויה,Cerastium dubium,wildflowers,2008
חרצית משוננת,Chrysanthemum myconis,wildflowers,2009
איסטיס קטן-פרי,Isatis microcarpa,wildflowers,2010
ביקיה צהובה,Vicia lutea,wildflowers,2011
חומעה משולחפת,Rumex vesicarius,wildflowers,2013
פשתנית אשקלון,Linaria tenuis,wildflowers,2014
מרואה עבת-עלים,Maerua crassifolia,wildflowers,2015
פשתנית משולשת,Linaria triphylla,wildflowers,2016
זית אירופי,Olea europaea,wildflowers,202
ברומית המכבד,Bromus tigridis,wildflowers,2020
קדד קצר-שיבולת,Astragalus brachystachys,wildflowers,2022
נוציץ המדבר,Pterocephalus pulverulentus,wildflowers,2023
רשתון השדות,Neslia apiculata,wildflowers,2024
תודרה מצוייצת,Sisymbrium runcinatum,wildflowers,2025
ספלול ססגוני,Aristolochia paecilantha,wildflowers,2026
לוניאה מגובבת,Launaea capitata,wildflowers,2027
לחך ריסני,Plantago ciliata,wildflowers,2028
לחך גלילני,Plantago cylindrica,wildflowers,2029
תמר מצוי,Phoenix dactylifera,wildflowers,203
זמזומית ורבורג,Bellevalia warburgii,wildflowers,2030
פריינית קירחת,Polycarpaea robbairea,wildflowers,2031
לוטוס נאכל,Lotus edulis,wildflowers,2032
סגינה זעירה,Sagina apetala,wildflowers,2033
טופח שעיר,Lathyrus hirsutus,wildflowers,2034
קדד הטבעות,Astragalus annularis,wildflowers,2035
ביקיית הגליל,Vicia galilaea,wildflowers,2036
מרסיה זעירה,Maresia nana,wildflowers,2037
טופח כדורי,Lathyrus sphaericus,wildflowers,2038
ברומית המטאטא,Bromus scoparius,wildflowers,2039
צפצפת הפרת,Populus euphratica,wildflowers,204
אלית המפרק,Corynephorus divaricatus,wildflowers,2040
שום קטן-פרחים,Allium qasyunense,wildflowers,2041
פשתנית מלבינה,Linaria albifrons,wildflowers,2042
נץ-חלב אייג,Ornithogalum eigii,wildflowers,2043
מלקולמיה חרוקה,Melcolmia crenulata,wildflowers,2044
דו-פרית מכורבלת,Aethionema carneum,wildflowers,2046
קרנונית מדוקרנת,Cerastium dichotomum,wildflowers,2047
נוניאה כרסנית,Nonea ventricosa,wildflowers,2048
דום מצרי,Hyphaene thebaica,wildflowers,205
דו-מוץ חום,Leptochloa fusca,wildflowers,2050
אלמוות סיני,Paronychia sinaica,wildflowers,2051
מלעניאל מצוי,Stipa capensis,wildflowers,2052
דרדר צמרני,Centaurea lanulata,wildflowers,2053
מסוריים מצויים,Astragalus pelecinus,wildflowers,2054
פילגון קפוץ,Filago contracta,wildflowers,2055
פרעושית מסולסלת,Pulicaria crispa,wildflowers,2056
שברק משונץ,Ononis ornithopodioides,wildflowers,2057
בורהביה זוחלת,Boerhavia repens,wildflowers,2058
תורמוס ספרדי,Lupinus hispanicus,wildflowers,2059
פתילת-המדבר הגדולה,Calotropis procera,wildflowers,206
סולנום החדק,Solanum incanum,wildflowers,2060
קזוח תלת-קרני,Pituranthos triradiatus,wildflowers,2061
גרגריון ערבי,Nasturtiopsis coronopifolia,wildflowers,2062
אספסת החילזון,Medicago murex,wildflowers,2063
כרכום החרמון תת-מין ישראלי,Crocus hermoneus subsp.palaestinus,wildflowers,2064
תלתן דגול,Trifolium billardierei,wildflowers,2065
גלעינית השדה,Buglossoides arvensis,wildflowers,2066
חפורית קנרית,Phalaris canariensis,wildflowers,2067
ספה המים,Catabrosa aquatica,wildflowers,2068
שיכרון מרושת,Hyoscyamus reticulatus,wildflowers,207
גרגרנית מצויה,Trigonella monspeliaca,wildflowers,2070
פרעושית טיונית,Pulicaria inuloides,wildflowers,2071
לוניאה ריכפתית,Launaea resedifolia,wildflowers,2073
דמומית עבת-שיבולת,Adonis aestivalis,wildflowers,2074
ציפורנית זעירה,Silene sedoides,wildflowers,2076
כתרון כרתי,Securigera cretica,wildflowers,2077
מחרוזת קשתית,Enarthrocarpus arcuatus,wildflowers,2078
חבלבל גלוני,Convolvulus humilis,wildflowers,2079
אצבוע אירופי,Caralluma europaea,wildflowers,208
פרג הכרמל,Papaver carmeli,wildflowers,2080
ביקיית קפריסין,Vicia cypris,wildflowers,2081
תלתן קיפודני,Trifolium lappaceum,wildflowers,2082
בוצין הגליל,Verbascum galilaeum,wildflowers,2083
תלתן הדור,Trifolium grandiflorum,wildflowers,2084
לוטוס צר-עלים,Lotus tenuis,wildflowers,2087
שברק נטוי,Ononis reclinata,wildflowers,2088
פילגון ארץ-ישראלי,Filago palaestina,wildflowers,2089
חלבלוב מגלי,Euphorbia falcata,wildflowers,2090
ניסנית ארץ-ישראלית,Crepis palaestina,wildflowers,2091
ברומית יפנית,Bromus japonicus,wildflowers,2092
שלשון החוף,Trisetaria koelerioides,wildflowers,2095
ארנריה מצויה,Arenaria leptoclados,wildflowers,2096
נץ-חלב חום,Ornithogalum fuscescens,wildflowers,2097
ציפורנית שרונית,Silene papillosa,wildflowers,2098
חימצה שסועה,Cicer pinnatifidum,wildflowers,2099
דבורנית גדולה,Ophrys holosericea,wildflowers,21
מרווה מנוצה,Salvia pinnata,wildflowers,210
זמזומית מושיוף,Bellevalia mosheovii,wildflowers,2100
נץ-חלב ערבי,Ornithogalum arabicum,wildflowers,2101
פרג מוארך,Papaver argemone,wildflowers,2102
עטיה זעירה,Aphanes arvensis,wildflowers,2103
שום הרשת,Allium dictyoprasum,wildflowers,2106
פשתה גדולה,Linum mucronatum,wildflowers,2107
שסיע ערבי,Schismus arabicus,wildflowers,2109
ציפורנית מצרית,Silene aegyptiaca,wildflowers,211
היפוכריס קרח,Hypocheris glabra,wildflowers,2110
עליעב מדוקרן,Fimbristylis bisumbellata,wildflowers,2112
סכיכון משונן,Holosteum umbellatum,wildflowers,2113
זון מרצעני,Lolium subulatum,wildflowers,2114
מרווה מרושתת,Salvia sclarea,wildflowers,2116
זעריר כוכבני,Asterolinon linum-stellatum,wildflowers,2117
צלע-שור אשונה,Bupleurum brevicaule,wildflowers,2118
אחיגזר ההרים,Oralya daucoides,wildflowers,2119
קטלב מצוי,Arbutus andrachne,wildflowers,212
היפוכריס נדיר,Hypochoeris achyrophorus,wildflowers,2120
ציפורנית חופית,Silene modesta,wildflowers,2121
דגנין קהה,Rostraria obtusiflora,wildflowers,2122
דרכנית שעירה,Herniaria hirsuta,wildflowers,2123
דבקת הפטמות,Galium verrucosa,wildflowers,2124
עיריוני קצר,Asphodeline brevicaulis,wildflowers,2125
מרוות החפים,Salvia bracteata,wildflowers,2126
ליסאה סורית,Lisaea strigosa,wildflowers,2127
גלית גדולה,Cymodocea nodosa,wildflowers,2128
טופח עדין,Lathyrus nissolia,wildflowers,2129
קרדומית השדה,Securigera securidaca,wildflowers,2130
מלוח קטן-פרי,Atriplex suberecta,wildflowers,2132
מתקה טובענית,Glyceria notata,wildflowers,2133
פרודתיים מכורבלות,Mericarpaea vaillantioides,wildflowers,2134
ברומית סורית,Bromus syriacus,wildflowers,2135
עלקת מוטל,Orobanche mutelii,wildflowers,2136
מלעניאל קצר-מלענים,Stipa bromoides,wildflowers,2137
פעמונית הצלצל,Campanula cymbalaria,wildflowers,2138
דרבה משולחפת,Draba vesicaria,wildflowers,2139
געדה זעירת-פרחים,Teucrium parviflorum,wildflowers,2142
אשבל ברזילוני,Stachys woronowii,wildflowers,2143
ורוניקה פרסית,Veronica persica,wildflowers,2144
עשנן חשוף,Fumaria asepala,wildflowers,2145
קרנונית נפוחה,Cerastium inflatum,wildflowers,2148
צללית מאונקלת,Minuartia hamata,wildflowers,2149
ער אציל,Laurus nobilis,wildflowers,215
כשות שטוח-פרחים,Cuscuta planiflora,wildflowers,2150
ולריינית מאוצבעת,Valerianella dactylophylla,wildflowers,2151
טופח קסיוס,Lathyrus cassius,wildflowers,2152
מררית מצויה,Picris altissima,wildflowers,2153
גלונית פלישתית,Ballota philistaea,wildflowers,2154
טורגנית שומרית,Turgeniopsis foeniculacea,wildflowers,2155
ברברית הלבנון,Berberis libanotica,wildflowers,2156
נדד סורי,Smyrniopsis syriaca,wildflowers,2157
עקר שעיר,Heteranthelium piliferum,wildflowers,2158
אנדרוסק חד-שנתי,Androsace maxima,wildflowers,2159
לוליינית מעובה,Eminium spiculatum,wildflowers,216
כריך חד,Carex acutiformis,wildflowers,2160
חוחן צמיר,Onopordum floccosum,wildflowers,2161
גפית הביצה,Thelypteris palustris,wildflowers,2162
ציפורנית שנונת-כותרת,Silene odontopetala,wildflowers,2163
צלע-שור הזקופה,Bupleurum crenata,wildflowers,2164
הרקלאון נמוך,Heracleum humile,wildflowers,2165
מנכיה עדינה,Moenchia erecta,wildflowers,2166
תודרה מזרחית,Sisymbrium orientale,wildflowers,2167
תודרנית לבנה,Arabidopsis thaliana,wildflowers,2168
חופניים קצרי-גבעול,Thlaspi brevicaule,wildflowers,2169
כרכום חורפי,Crocus hyemalis,wildflowers,217
הרדופנין אשון,Scorzonera rigida,wildflowers,2170
בקעצור שלוש-האונות,Saxifraga tridactylites,wildflowers,2171
ברומית לבדנית,Bromus tomentellus,wildflowers,2172
ארביס אושה,Arabis aucheri,wildflowers,2173
תלתן ווילוב,Trifolium vavilovii,wildflowers,2174
בוקיצה שעירה,Ulmus minor,wildflowers,2175
אספסת מצוייצת,Medicago radiata,wildflowers,2176
גרגרנית חד פרחית,Medicago monantha,wildflowers,2177
שינן סורי,Taraxacum syriacum,wildflowers,2178
איריס הסרגל,Iris vartanii,wildflowers,218
ברגיה אמנית,Bergia ammannioides,wildflowers,2180
אמניה רבת פרחים,Ammannia prieureana,wildflowers,2181
גומא ננסי,Cyperus pygmaeus,wildflowers,2182
גומא הירקון,Cyperus corymbosus,wildflowers,2183
דבקת הנחלים,Galium rivale,wildflowers,2184
ורוניקת החולה,Veronica lysimachioides,wildflowers,2185
סמר מחוייץ,Juncus fontanesii,wildflowers,2186
לוענית גדולת עלים,Scrophularia macrophylla,wildflowers,2187
עוקצר היערות,Brachypodium sylvaticum,wildflowers,2188
ביקיית יזרעאל,Vicia esdraelonensis,wildflowers,2189
סתוונית טוביה,Colchicum tuviae,wildflowers,219
חגווית החומות,Valantia muralis,wildflowers,2190
ליסימכיה מסופקת,Lysimachia dubia,wildflowers,2191
פרנקניה שעירה,Frankenia hirsuta,wildflowers,2192
חלוק זוהרי,Petrorhagia zoharyana,wildflowers,2193
טופח חד-שנתי,Lathyrus annuus,wildflowers,2194
לשון-פר מדברית,Anchusa milleri,wildflowers,2195
געדה מזרחית,Teucrium orientale,wildflowers,2197
שיננית צהובה,Odontites aucheri,wildflowers,2198
גפוף החרמון,Atraphaxis billardierei,wildflowers,2199
דם-המכבים האדום,Helichrysum sanguineum,wildflowers,22
דולב מזרחי,Platanus orientalis,wildflowers,220
דבקנית עטורה,Cruciata coronata,wildflowers,2200
דבקת הדורים,Galium verticillatum,wildflowers,2201
דרדר חוחני,Centaurea onopordifolia,wildflowers,2202
בולנתוס שעיר,Bolanthus hirsutus,wildflowers,2203
בן-חרצית צפוף,Tanacetum densum,wildflowers,2204
כדרורית המים,Wolffia arrhiza,wildflowers,2205
מלוח דיוויס,Atriplex davisii,wildflowers,2206
צללית נאה,Minuartia picta,wildflowers,2208
אזדרכת מצויה,Melia azedarach,wildflowers,221
מסרק ארץ-ישראלי,Scandix palaestina,wildflowers,2210
חוטית הביצות,Zannichellia palustris,wildflowers,2211
ספלילה מצויה,Hydrocotyle ranunculoides,wildflowers,2212
קיצנית צפופת-עלים,Carlina hispanica,wildflowers,2213
מלפפון משולש,Cucumis acidus,wildflowers,2214
שעמון מצולע,Prangos ferulacea,wildflowers,2216
מלוכיה משולשת,Corchorus trilocularis,wildflowers,2217
אשחר מנוקד,Rhamnus punctata,wildflowers,2218
בת-אורז משושה,Leersia hexandra,wildflowers,2219
פלפלון דמוי-אלה,Schinus terebinthifolius,wildflowers,222
שיזף שעיר,Ziziphus nummularia,wildflowers,2220
חסה רותמית,Lactuca saligna,wildflowers,2221
מלחית חומה,Salsola inermis,wildflowers,2222
בלוטנית אפריקאית,Commicarpus plumbagineus,wildflowers,2223
קרד שסוע,Dipsacus laciniatus,wildflowers,2224
אחישום מצוי,Nothoscordum indorum,wildflowers,2225
כרכום החרמון,Crocus hermoneus,wildflowers,2226
חוזרר החורש,Eriobolus trilobatus,wildflowers,2227
סיסנית חד-שנתית,Poa annua,wildflowers,2228
ירבוז יווני,Amaranthus graecizans,wildflowers,2229
כרכום חורפי,Crocus hyemalis,wildflowers,223
חזרזרת מחוספסת,Hyoseris scabra,wildflowers,2230
קורידלית הסלעים,Corydalis triternata,wildflowers,2231
שום דרומי,Allium negevense,wildflowers,2232
ברומית שעירה,Bromus rigidus,wildflowers,2233
קחוון פלישתי,Anthemis philistea,wildflowers,2234
נזרית מדברית,Sixalix eremophila,wildflowers,2235
מרור עדין,Sonchus tenerrimus,wildflowers,2236
זנב-עכבר פעוט,Myosurus minimus,wildflowers,2237
מלענן ריסני,Stipagrostis ciliata,wildflowers,2238
כספסף חד-פרחי,Argyrolobium uniflorum,wildflowers,2239
טיונית החולות,Heterotheca subaxillaris,wildflowers,224
פרסה מקרינה,Hippocrepis areolata,wildflowers,2240
משנצת קוצנית,Hedysarum spinosissimum,wildflowers,2241
רומוליאה זעירה,Romulea columnae,wildflowers,2242
שן-ארי שעירה,Leontodon laciniatus,wildflowers,2243
שחליל שרוע,Coronopus squamatus,wildflowers,2245
קדד ארץ-ישראלי,Astragalus palaestinus,wildflowers,2246
אשחר דו-זרעי,Rhamnus disperma,wildflowers,2247
אלמוות הקרקפות,Paronychia capitata,wildflowers,2249
עבקנה שכיח,Arundo donax,wildflowers,225
רכפה צהובה,Reseda lutea,wildflowers,2250
דבורנית צהובת-שוליים,Ophrys flavomarginata,wildflowers,2251
מלחית מזרחית,Salsola orientalis,wildflowers,2252
מלוח קטן-עלים,Atriplex glauca,wildflowers,2253
גרניון הררי,Geranium libanoticum,wildflowers,2254
סיגל עטוי,Viola occulata,wildflowers,2255
נורית עגולת-עלים,Ranunculus saniculifolius,wildflowers,2256
מלקולמיה אפריקנית,Malcolmia africana,wildflowers,2258
בבונגית ההרים,Tripleurospermum oreades,wildflowers,2259
כרוב החוף,Brassica napus,wildflowers,226
דגנין בירותי,Rostraria smyrnacea,wildflowers,2260
כריך מחולק,Carex divisa,wildflowers,2261
שחליים קוצניים,Lepidium spinosum,wildflowers,2262
כרבולת קטנה,Onobrychis caput-galli,wildflowers,2263
כריך שעיר,Carex hispida,wildflowers,2264
שום צנוע,Allium desertorum,wildflowers,2265
קדד יפה,Astragalus callichrous,wildflowers,2266
לוטוס אילתי,Lotus glinoides,wildflowers,2267
חלבלוב מגורגר,Ehuphorbia granulata,wildflowers,2268
כרבולת מצויה,Onobrychis squarrosa,wildflowers,2269
יפרוק תלת-כנפי,Anabasis syriaca,wildflowers,227
אוכם המדבר,Suaeda asphaltica,wildflowers,2271
היביסקוס סגלגל,Hibiscus micranthus,wildflowers,2272
חלבלוב סיני,Euphorbia grossheimii,wildflowers,2273
ערבז החוף,Centaurium maritimum,wildflowers,2274
סמר קרקפתי,Juncus capitatus,wildflowers,2275
שחליים עדינים,Lepidium ruderale,wildflowers,2276
דגנין מצוי,Rostraria cristata,wildflowers,2277
שעלב מקופח,Vulpia fasciculata,wildflowers,2278
איטן החולות,Phleum exaratum,wildflowers,2279
אלה ארץ-ישראלית,Pistacia palaestina,wildflowers,228
שום סיני,Allium sinaiticum,wildflowers,2280
עירית נטויה,Asphodelus refractus,wildflowers,2281
מעריב משתלשל,Hesperis scabrum,wildflowers,2282
בן-שעורה מצוי,Crithopsis delileana,wildflowers,2283
ברומית עקרה,Bromus sterilis,wildflowers,2284
דו-כנף ריחני,Iberis odorata,wildflowers,2285
ולריינית קשת-פרי,Valerianella sclerocarpa,wildflowers,2286
קדד זעיר,Astragalus epiglottis,wildflowers,2287
סיסנית הביצות,Poa trivialis,wildflowers,2288
גומא הפפירוס,Cyperus papyrus,wildflowers,229
מלענן שעיר-גלומה,Stipagrostis hirtigluma,wildflowers,2290
בלוטנית מפורצת,Commicarpus sinuatus,wildflowers,2291
חמד הנגב,Hammada negevensis,wildflowers,2292
פרגה מקרינה,Glaucium corniculatum,wildflowers,2293
אוג מחומש,Rhus pentaphylla,wildflowers,2295
סמבוק שחור,Sambucus nigra,wildflowers,2296
לוגפייה צרפתית,Logfia gallica,wildflowers,2297
דק-זנב מכונף,Parapholis marginata,wildflowers,2298
בהק צחור,Monsonia nivea,wildflowers,2299
פרג אגסני,Papaver umbonatum,wildflowers,23
אטד אירופי,Lycium europaeum,wildflowers,230
ארנבית הצבעים,Arnebia tinctoria,wildflowers,2300
תלתן מאדים,Trifolium erubescens,wildflowers,2301
ארנבית צרת-עלים,Arnebia linearifolia,wildflowers,2302
צמרורת אהרנברג,Trichodesma ehrenbergii,wildflowers,2304
שלשון המדבר,Trisetatia macrochaeta,wildflowers,2305
פגוניה צרת-עלים,Fagonia tanuifolia,wildflowers,2308
פריינית שרועה,Polycarpaea repens,wildflowers,2309
ציפורני-חתול מכונפות,Calendula tripterocarpa,wildflowers,2310
דרדר המכבד,Centaurea scoparia,wildflowers,2311
לבדן פנסילבני,Gamochaeta pensylvanica,wildflowers,2312
חבלבל משובל,Convolvolus spicatus,wildflowers,2313
גומא קרח,Cyperus glaber,wildflowers,2314
ערבז סוככני,Centaurium erythraea,wildflowers,2316
זוטת סיני,Micromeria sinaica,wildflowers,2317
שום ערבתי,Allium decaisnei,wildflowers,2318
דושנית המדבר,Didymodon australasiae,wildflowers,2319
בואסיירה מצוייצת,Boissiera squarrosa,wildflowers,2320
עפרון מפושק,Eremopyrum bonaepartis,wildflowers,2321
מלענן קהה,Stipagrostis obtusa,wildflowers,2324
קחוון אליעזר,Anthemis eliezrae,wildflowers,2325
קחוון חברוני,Anthemis hebronica,wildflowers,2326
צלבית רחבת עלים,Crucianella latifolia,wildflowers,2327
אשליל הנגב,Reaumuria negevensis,wildflowers,2328
מגלית שרועה,Hypecoum procumbens,wildflowers,2329
שיזף מצוי,Ziziphus spina-christi,wildflowers,233
מצמרת שעירה,Lasiurus scindicus,wildflowers,2330
עקצוץ מזרחי,Acantholepis orientalis,wildflowers,2331
פעמונית משוננת,Campanula retrorsa,wildflowers,2332
קלינופודיון מנוצה,Clinopodium vulgare,wildflowers,2333
פיגמית פור,Haplophyllum poorei,wildflowers,2334
קחווינה חרמונית,Anacyclus nigellifolius,wildflowers,2335
בר-נורית חרמשי,Ceratocephala falcata,wildflowers,2336
מגלית משולשלת,Hipecoum pendulum,wildflowers,2337
ירוקת החמור,Ecballium elaterium,wildflowers,234
בן-חיטה מעובה,Aegilops vavilovii,wildflowers,2340
דבקה אפורה,Galium canum,wildflowers,2341
ורוניקה קיסוסית,Veronica hederifolia,wildflowers,2342
כרוב החוף,Brassica cretica,wildflowers,2343
חטמית מאוצבעת,Alcea digitata,wildflowers,2344
ציפורן יהודה,Dianthus monadelphus,wildflowers,2345
ניסמנית טקסס,Urochloa texana,wildflowers,2346
שום המדבר,Allium sindjarense,wildflowers,2347
כף-צפרדע לחכית,Alisma plantago-aquatica,wildflowers,2348
בן-חיטה קטוע,Aegilops speltoides,wildflowers,2349
סתוונית ירושלים,Colchicum hierosolymitanum,wildflowers,235
מרווה קוצנית,Salvia spinosa,wildflowers,2350
גפוף קוצני,Atraphaxis spinosa,wildflowers,2351
שנית הקורנית,Lythrum thymifolia,wildflowers,2352
גודיניה שבירה,Gaudinia fragilis,wildflowers,2353
פיקוס בת-שיקמה,Ficus palmata,wildflowers,2354
אמניה מצרית,Ammannia baccifera,wildflowers,2355
נורית כדורית,Ranunculus sphaerospermus,wildflowers,2356
עטיינית דקה,Crypsis alopecuroides,wildflowers,2357
טופח חכלילי,Lathyrus setifolius,wildflowers,2358
חרוב מצוי,Ceratonia siliqua,wildflowers,236
אורן קפריסאי,Pinus brutia,wildflowers,2360
טטרקליניס מפריק,Tetraclinis articulata,wildflowers,2365
שנית גדולה,Lythrum salicaria,wildflowers,237
בוצין הירדן,Verbascum jordanicum,wildflowers,2370
מעלה-עשן מדברי,Leptadenia pyrotechnica,wildflowers,2372
זמזומית הערבות,Bellevalia stepporum,wildflowers,2373
שקד ערבי,Amygdalus arabica,wildflowers,2374
לוענית המדבר,Scrophularia deserti,wildflowers,2375
אוזנן משולשן,Chlamydophora tridentata,wildflowers,2376
ארביס אוזני,Arabis auriculata,wildflowers,2377
חומעה עטויה,Rumex occultans,wildflowers,2378
ילקוטון שרוע,Hymenolobus procumbens,wildflowers,2379
נענע משובלת,Mentha longifolia,wildflowers,238
דבקת פלשת,Galium philistaeum,wildflowers,2380
פשתנית ריסנית,Linaria pelisseriana,wildflowers,2381
דבקה מפושקת,Galium divaricatum,wildflowers,2382
בן-פרג שרוע,Roemeria procumbens,wildflowers,2383
מצילות ארוכות-עוקץ,Leopoldia longipes,wildflowers,2384
מחומש לולייני,Pentatropis nivalis,wildflowers,2386
ולריינית מזרחית,Valerianella orientalis,wildflowers,2387
אאירה נימית,Aira elegantissima,wildflowers,2388
ברומית אזמלנית,Bromus lanceolatus,wildflowers,2389
צתרה ורודה,Satureja thymbra,wildflowers,239
תלתן גולתי,Trifolium bullatum,wildflowers,2390
בולבסן ארץ-ישראלי,Arrhenatherum palaestinum,wildflowers,2391
קרסולת השלולית,Crassula vaillantii,wildflowers,2392
אצבען ריסני,Digitaria ciliaris,wildflowers,2394
בת-לובליה זעירה (שם זמני),Solenopsis laurentia,wildflowers,2396
עוקץ-עקרב ביצני,Heliotropium ovalifolium,wildflowers,2397
ולריינית קטועה,Valerianella muricata,wildflowers,2398
מעוג השיח,Lavatera arborea,wildflowers,2399
ורוניקה סורית,Veronica syriaca,wildflowers,24
קיטה סוככנית,Tolpis barbata,wildflowers,2400
אפיונה מחודדת,Iphiona mucronata,wildflowers,2401
לוענית יריחו,Scrophularia hierochuntina,wildflowers,2402
חלבלוב בירותי,Euphorbia berythea,wildflowers,2403
עדן חד-שנתי,Holcus annuus,wildflowers,2404
מלענן החוף,Stipagrostis lanata,wildflowers,2405
שעלב ארוך,Vulpia muralis,wildflowers,2406
שעלב ריסני,Vulpia ciliata,wildflowers,2408
דבקת סמואלסון,Galium samuelssonii,wildflowers,2409
כתלה חריפה,Chiliadenus iphionoides,wildflowers,241
ביקיית הבזלת,Vicia basaltica,wildflowers,2410
תלתן מגובב,Trifolium glomeratum,wildflowers,2411
לוטוס ריסני,Lotus conimbricensis,wildflowers,2413
ציפורן סיני,Dianthus sinaicus,wildflowers,2415
בן-חיטה שלוש-זיפי,Aegilops triuncialis,wildflowers,2416
דרדר החרחבינה,Centaurea eryngioides,wildflowers,2417
טופח הגליל,Lathyrus spathulatus,wildflowers,2418
קדד בית-הלחמי,Astragalus bethlehemiticus,wildflowers,2419
בן-חצב סתווני,Scilla autumnalis,wildflowers,242
גלימה גלילנית,Monerma cylindrica,wildflowers,2420
ישימונית ורודה,Volutaria lippii,wildflowers,2422
אטד רב-פרחים,Lycium depressum,wildflowers,2423
יקשן שרוע,Sclerochloa dura,wildflowers,2424
כדן קטן-פרחים,Muscari parviflorum,wildflowers,243
ריבס חרמוני,Rheum ribes,wildflowers,2433
חריריים מצויים,Bifora testiculata,wildflowers,2434
דבשה סיצילית,Melilotus siculus,wildflowers,2435
אקינוס ריחני,Acinos rotundifolius,wildflowers,2436
אריסימון גלוני,Erysimum repandum,wildflowers,2437
תלת-מלען ארוך,Aristida sieberiana,wildflowers,2438
תלת-מלען מצוי,Aristida coerulescens,wildflowers,2439
נימפאה לבנה,Nympahaea alba,wildflowers,244
אלומית הלבנון,Elymus libanoticus,wildflowers,2440
סיגל ריחני,Viola odorata,wildflowers,2441
צלע-שור לבנונית,Buplleurum libanoticum,wildflowers,2442
צלע-שור מעורקת,Bupleurum odontites,wildflowers,2443
תלתן המגן,Trifolium scutatum,wildflowers,2444
קדד חרמוני,Astragalus angustifolius,wildflowers,2445
פשתנית קטנת-פרחים,Linaria simplex,wildflowers,2446
תלתן סלמוני,Trifolium salmoneum,wildflowers,2447
תלתן נחות,Trifolium plebeium,wildflowers,2448
זעזועית משובלת,Briza humilis,wildflowers,2449
