source_id,name_he,category,price,url
חלבלוב-הדור,חלבלוב הדור,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/חלבלוב-הדור/
חלבלוב-טריגונה,חלבלוב טריגונה,סוקולנטים-וקקטוסים,79.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/חלבלוב-טריגונה/
חלבלוב-קוצני-עציץ-18-סמ,"חלבלוב קוצני - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,49.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חלבלוב-קוצני-עציץ-18-סמ/
חמציץ-משולש-סגול,חמציץ סגול,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חמציץ-משולש-סגול/
חסה,חסה מגידול הידרופוני,ירקות,13.9,https://azurflowers.co.il/חנות/ירקות/חסה/
חרציות-מיקס-באדנית,חרציות מיקס באדנית,צמחים-למרפסת-ולגינה,129.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חרציות-מיקס-באדנית/
חרצית-בדלי,חרצית בדלי,צמחים-למרפסת-ולגינה,97.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חרצית-בדלי/
חרצית-שיחית,חרצית שיחית,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חרצית-שיחית/
חרצית,חרצית (כריזנטמה),צמחים-למרפסת-ולגינה,18.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/חרצית/
טברנה-מונטנה,טברנה מונטנה,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/טברנה-מונטנה/
טגטס-אמריקאי,טגטס אמריקאי,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/טגטס-אמריקאי/
טגטס-צרפתי,טגטס צרפתי,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/טגטס-צרפתי/
טילנדסיה-אניטה,טילנדסיה אניטה,צמחים-לבית-ולמשרד,69.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/טילנדסיה-אניטה/
יהודי-נודד-נאנוק-בקערה,יהודי נודד נאנוק בקערה,סוקולנטים-וקקטוסים,18.9,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/יהודי-נודד-נאנוק-בקערה/
יהודי-נודד-נאנוק,יהודי נודד נאנוק,צמחים-לבית-ולמשרד,18.9,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/יהודי-נודד-נאנוק/
יהודי-נודד-סגול,יהודי נודד סגול,צמחים-למרפסת-ולגינה,18.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/יהודי-נודד-סגול/
יהודי-נודד,יהודי נודד מגוון,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/יהודי-נודד/
יוקה-ירוקה,יוקה ירוקה,צמחים-למרפסת-ולגינה,125.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/יוקה-ירוקה/
ירקה-בהירה,ירקה בהירה בקערה,צמחים-לבית-ולמשרד,59.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ירקה-בהירה/
ירקה,ירקה,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ירקה/
כיסא-החותנת-קקטוס,קקטוס כיסא החותנת,צמחים-למרפסת-ולגינה,395.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/כיסא-החותנת-קקטוס/
כף-קנגורו,כף קנגורו,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/כף-קנגורו/
כשיופי-ולואיזה-נפגשים,כשיופי ולואיזה נפגשים,צמחים-למרפסת-ולגינה,219.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/כשיופי-ולואיזה-נפגשים/
לאקי-במבוק,לאקי במבוק,צמחים-לבית-ולמשרד,69.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/לאקי-במבוק/
לובליה,לובליה,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/לובליה/
לוע-הארי-בסלסלה,לוע הארי בסלסלה,צמחים-למרפסת-ולגינה,79.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/לוע-הארי-בסלסלה/
לוע-הארי,לוע הארי,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/לוע-הארי/
ליזיאנטוס,ליזיאנטוס,צמחים-למרפסת-ולגינה,25.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ליזיאנטוס/
לפופית-הבטטה-איפומאה,לפופית הבטטה (איפומאה),צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/לפופית-הבטטה-איפומאה/
מבצע-סחלב-עם-2-ענפים,סחלב שני ב-1 ₪! סחלב עם 2 ענפים,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/מבצע-סחלב-עם-2-ענפים/
מבצע-סחלב-פלנופסיס-2-ענפים-100-שח,"מבצע סחלב 2 ענפים ב- 100 ש""ח",סחלבים,,https://azurflowers.co.il/חנות/סחלבים/מבצע-סחלב-פלנופסיס-2-ענפים-100-שח/
מונסטרה-מאנקי-מאסק-לתלייה,מונסטרה מאנקי מאסק לתלייה,צמחים-לבית-ולמשרד,139.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה-מאנקי-מאסק-לתלייה/
מונסטרה-מאנקי-מאסק,מונסטרה מאנקי מאסק,צמחים-לבית-ולמשרד,139.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה-מאנקי-מאסק/
מונסטרה-מינימה,מונסטרה מינימה,צמחים-לבית-ולמשרד,135.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה-מינימה/
מונסטרה-עציץ-12,"מונסטרה דליסיוסה - עציץ 12 ס""מ",צמחים-לבית-ולמשרד,35.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה-עציץ-12/
מונסטרה-עציץ-15-סמ,"מונסטרה - עציץ 18 ס""מ",צמחים-לבית-ולמשרד,119.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה-עציץ-15-סמ/
מונסטרה,מונסטרה,צמחים-לבית-ולמשרד,99.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מונסטרה/
מילנבקיה,מילנבקיה,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מילנבקיה/
מיקס-נשפכים-בקרמיקה,מיקס נשפכים בקרמיקה,צמחים-למרפסת-ולגינה,79.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מיקס-נשפכים-בקרמיקה/
מנדבילה-עציץ-18-סמ,מנדבילה,צמחים-למרפסת-ולגינה,77.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מנדבילה-עציץ-18-סמ/
מנדבילה,מנדבילה,צמחים-למרפסת-ולגינה,39.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מנדבילה/
מקרדוניה-באדנית,מקרדוניה באדנית,צמחים-למרפסת-ולגינה,119.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מקרדוניה-באדנית/
מקרדוניה,מקרדוניה,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מקרדוניה/
מרווה-אינדיגו,מרווה אינדיגו,צמחים-למרפסת-ולגינה,49.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מרווה-אינדיגו/
מרווה-קמחית,מרווה קמחית,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/מרווה-קמחית/
מרנטה-ירוקה,מרנטה ירוקה,צמחים-לבית-ולמשרד,77.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מרנטה-ירוקה/
מרנטה-לימון,מרנטה לימון,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מרנטה-לימון/
מרנטה,מרנטה אדומה,צמחים-לבית-ולמשרד,65.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/מרנטה/
נולינה-עציץ-18-סמ,"נולינה - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,82.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/נולינה-עציץ-18-סמ/
נולינה-עציץ-24-סמ,"נולינה - עציץ 24 ס""מ",צמחים-למרפסת-ולגינה,129.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/נולינה-עציץ-24-סמ/
נולינה,נולינה,צמחים-למרפסת-ולגינה,22.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/נולינה/
ניצנית-אדומה-בכלי-קרמיקה-אדום,ניצנית אדומה בכלי קרמיקה אדום,צמחים-למרפסת-ולגינה,58.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ניצנית-אדומה-בכלי-קרמיקה-אדום/
ניצנית-אדומה-בעטיפת-יוטה,ניצנית אדומה בעטיפת יוטה,צמחים-למרפסת-ולגינה,23.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ניצנית-אדומה-בעטיפת-יוטה/
ניצנית,ניצנית,צמחים-למרפסת-ולגינה,18.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ניצנית/
נמטנטוס-צמח-דג-הזהב,נמטנטוס (צמח דג הזהב),צמחים-לבית-ולמשרד,33.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/נמטנטוס-צמח-דג-הזהב/
נמסיה,נמסיה (נמזיה),צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/נמסיה/
ננדינה-תרבותית,ננדינה תרבותית,צמחים-למרפסת-ולגינה,123.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ננדינה-תרבותית/
נעלנית,נעלנית,צמחים-למרפסת-ולגינה,22.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/נעלנית/
סביון-הימליה,סביון הימליה,צמחים-למרפסת-ולגינה,123.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סביון-הימליה/
סגינה,סגינה,צמחים-לבית-ולמשרד,69.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סגינה/
סוזי-שחורת-עין-טונברגיה,סוזי שחורת עין (טונברגיה),צמחים-למרפסת-ולגינה,77.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סוזי-שחורת-עין-טונברגיה/
סוקולנט-בייבי,סוקולנט בייבי,סוקולנטים-וקקטוסים,11.5,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/סוקולנט-בייבי/
סוקולנט-בקערה,סוקולנט בקערה,צמחים-לבית-ולמשרד,59.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סוקולנט-בקערה/
סוקולנט-גוניור,סוקולנט ג'וניור,סוקולנטים-וקקטוסים,15.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/סוקולנט-גוניור/
סוקולנטים-5-עציצים,סוקולנטים - 5 עציצים,סוקולנטים-וקקטוסים,89.0,https://azurflowers.co.il/חנות/סוקולנטים-וקקטוסים/סוקולנטים-5-עציצים/
סוקולנטים-קקטוסים-בכלי-קרמיקה,3 סוקולנטים / קקטוסים בכלי קרמיקה מלבני,צמחים-לבית-ולמשרד,89.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סוקולנטים-קקטוסים-בכלי-קרמיקה/
סחלב-2-ענפים-כולל-קרמיקה-ו2-בקבוקי-יין,סחלב פלנופסיס 2 ענפים כולל כלי קרמיקה + 2 בקבוקי יין אדום,סחלבים,330.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-2-ענפים-כולל-קרמיקה-ו2-בקבוקי-יין/
סחלב-2-ענפים-כולל-קרמיקה-ובקבוק-יין-אדום,סחלב פלנופסיס 2 ענפים כולל כלי קרמיקה + בקבוק יין אדום,סחלבים,234.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-2-ענפים-כולל-קרמיקה-ובקבוק-יין-אדום/
סחלב-2-ענפים-כולל-קרמיקה-ודבש,סחלב פלנופסיס 2 ענפים כולל כלי קרמיקה + צנצנת דבש,סחלבים,230.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-2-ענפים-כולל-קרמיקה-ודבש/
סחלב-אונצידיום-מגוון,סחלב אונצידיום מגוון,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-אונצידיום-מגוון/
סחלב-אונצידיום-צהוב,סחלב אונצידיום צהוב,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-אונצידיום-צהוב/
סחלב-אונצידיום,סחלב אונצידיום,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-אונצידיום/
סחלב-אפידנדרום,סחלב אפידנדרום,סחלבים,139.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-אפידנדרום/
סחלב-דנדרוביום-ענק,סחלב דנדרוביום ענק,סחלבים,199.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-דנדרוביום-ענק/
סחלב-דנדרוביום,סחלב דנדרוביום נובילה,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-דנדרוביום/
סחלב-כחול-2-ענפים-בכלי-קרמיקה-בקבוק-יין,סחלב כחול 2 ענפים בכלי קרמיקה + בקבוק יין,סחלבים,309.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-כחול-2-ענפים-בכלי-קרמיקה-בקבוק-יין/
סחלב-מיני-פלנופסיס-3-ענפים-בכלי-קרמיקה,סחלב מיני פלנופסיס 3 ענפים בכלי קרמיקה + בקבוק יין,סחלבים,279.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-מיני-פלנופסיס-3-ענפים-בכלי-קרמיקה/
סחלב-פלנופסיס-1-ענף,סחלב פלנופסיס - ענף 1,סחלבים,140.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-1-ענף/
סחלב-פלנופסיס-2-ענפים-בכלי-קרמיקה-אדום,סחלב פלנופסיס 2 ענפים בכלי קרמיקה אדום,סחלבים,220.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים-בכלי-קרמיקה-אדום/
סחלב-פלנופסיס-2-ענפים-יין-כשר,סחלב פלנופסיס 2 ענפים + בקבוק יין כשר,סחלבים,219.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים-יין-כשר/
סחלב-פלנופסיס-2-ענפים-כולל-כלי-קרמיקה,סחלב פלנופסיס - 2 ענפים כולל כלי קרמיקה,סחלבים,170.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים-כולל-כלי-קרמיקה/
סחלב-פלנופסיס-2-ענפים-סחלב-דנדרוביום,סחלב פלנופסיס 2 ענפים + סחלב דנדרוביום + בקבוק יין,סחלבים,319.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים-סחלב-דנדרוביום/
סחלב-פלנופסיס-2-ענפים-קרמיקה-סגול,סחלב פלנופסיס - 2 ענפים כולל כלי קרמיקה סגול,סחלבים,130.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים-קרמיקה-סגול/
סחלב-פלנופסיס-2-ענפים,סחלב פלנופסיס - 2 ענפים,סחלבים,100.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-2-ענפים/
סחלב-פלנופסיס-3-ענפים,סחלב פלנופסיס - 3 ענפים,סחלבים,200.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-3-ענפים/
סחלב-פלנופסיס-4-ענפים,סחלב פלנופסיס - 4 ענפים,סחלבים,349.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-4-ענפים/
סחלב-פלנופסיס-כחול-2-ענפים,סחלב פלנופסיס כחול - 2 ענפים,סחלבים,220.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-כחול-2-ענפים/
סחלב-פלנופסיס-לבן-2-ענפים-יין-כשר,סחלב פלנופסיס לבן 2 ענפים + בקבוק יין כשר,סחלבים,225.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-לבן-2-ענפים-יין-כשר/
סחלב-פלנופסיס-מיני-2-ענפים,סחלב פלנופסיס מיני - 2 ענפים,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-מיני-2-ענפים/
סחלב-פלנופסיס-מיני-ענף-1,סחלב פלנופסיס מיני - ענף 1,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-מיני-ענף-1/
סחלב-פלנופסיס-מיקרו-בקבוק-יין,סחלב מיקרו פלנופסיס בכלי קרמיקה + בקבוק יין,סחלבים,179.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-מיקרו-בקבוק-יין/
סחלב-פלנופסיס-מיקרו,סחלב פלנופסיס מיקרו,סחלבים,150.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-מיקרו/
סחלב-פלנופסיס-ענף-1-בכלי-קרמיקה-יין,סחלב פלנופסיס ענף 1 בכלי קרמיקה + בקבוק יין,סחלבים,229.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-ענף-1-בכלי-קרמיקה-יין/
סחלב-פלנופסיס-ענף-1-בכלי-קרמיקה,סחלב פלנופסיס - ענף 1 כולל כלי קרמיקה,סחלבים,189.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-ענף-1-בכלי-קרמיקה/
סחלב-פלנופסיס-ענף-1-כלי-קרמיקה-סגול,סחלב פלנופסיס - ענף 1 כולל כלי קרמיקה סגול,סחלבים,100.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-פלנופסיס-ענף-1-כלי-קרמיקה-סגול/
סחלב-צימבידיום-ענק,סחלב צימבידיום ענק,סחלבים,899.0,https://azurflowers.co.il/חנות/סחלבים/סחלב-צימבידיום-ענק/
סחלב-צימבידיום,סחלב צימבידיום,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-צימבידיום/
סחלב-קטליאה,סחלב קטליאה Cattleya,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-קטליאה/
סחלב-שני-ב-50-הנחה-סחלב-עם-2-ענפים,סחלב שני ב-50% הנחה! סחלב עם 2 ענפים,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-שני-ב-50-הנחה-סחלב-עם-2-ענפים/
סחלב-שני-ב-50-הנחה-סחלב-עם-ענף-1,סחלב שני ב- 50% הנחה! סחלב עם ענף 1,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-שני-ב-50-הנחה-סחלב-עם-ענף-1/
סחלב-שני-בשקל-עם-1-ענף,סחלב שני ב-1 ₪! סחלב עם ענף 1,סחלבים,,https://azurflowers.co.il/חנות/סחלבים/סחלב-שני-בשקל-עם-1-ענף/
סחלבים-למאכל,פרחים למאכל - סחלבים למאכל,סחלבים,200.0,https://azurflowers.co.il/חנות/סחלבים/סחלבים-למאכל/
סטרובילנטוס-גולדפוסיה,סטרובילנטוס גולדפוסיה,צמחים-למרפסת-ולגינה,105.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סטרובילנטוס-גולדפוסיה/
סיגלית-אוסטרלית,סיגלית אוסטרלית,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סיגלית-אוסטרלית/
סיגלית,סיגלית אפריקאית,צמחים-לבית-ולמשרד,45.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סיגלית/
סיזיגיום-עציץ-18-סמ,"סיזיגיום - עציץ 18 ס""מ",צמחים-למרפסת-ולגינה,69.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סיזיגיום-עציץ-18-סמ/
סיזיגיום-עציץ-24-סמ,"סיזיגיום - עציץ 24 ס""מ",צמחים-למרפסת-ולגינה,229.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סיזיגיום-עציץ-24-סמ/
סיזיגיום,סיזיגיום,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סיזיגיום/
סינגוניום-בכלי-מעוצב,סינגוניום בכלי מעוצב,צמחים-לבית-ולמשרד,120.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סינגוניום-בכלי-מעוצב/
סינגוניום-גדול,סינגוניום גדול,צמחים-לבית-ולמשרד,169.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סינגוניום-גדול/
סינגוניום-טריליף-וונדר,סינגוניום טריליף וונדר,צמחים-לבית-ולמשרד,129.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סינגוניום-טריליף-וונדר/
סינגוניום-עציץ-12-סמ,סינגוניום,צמחים-לבית-ולמשרד,33.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סינגוניום-עציץ-12-סמ/
סינגוניום,סינגוניום בינוני,צמחים-לבית-ולמשרד,89.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סינגוניום/
סלסלי-כסף,סלסלי כסף,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סלסלי-כסף/
סנסיווריה-אדומה-בכלי-קרמיקה,סנסיווריה אדומה בכלי קרמיקה,צמחים-לבית-ולמשרד,99.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-אדומה-בכלי-קרמיקה/
סנסיווריה-בונסאי,סנסיווריה בונסאי,צמחים-לבית-ולמשרד,64.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-בונסאי/
סנסיווריה-גולדן-האני,סנסיווריה גולדן האני,צמחים-לבית-ולמשרד,55.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-גולדן-האני/
סנסיווריה-גולדן-פליים,סנסיווריה גולדן פליים,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-גולדן-פליים/
סנסיווריה-גלילית,סנסיווריה גלילית,צמחים-לבית-ולמשרד,175.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-גלילית/
סנסיווריה-דמוי-קוצים,סנסיווריה מיקדו גדולה,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-דמוי-קוצים/
סנסיווריה-ויקטוריה,סנסיווריה ויקטוריה,צמחים-לבית-ולמשרד,39.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-ויקטוריה/
סנסיווריה-ירוקה,סנסיווריה ירוקה,צמחים-לבית-ולמשרד,80.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-ירוקה/
סנסיווריה-כהה,סנסיווריה כהה,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-כהה/
סנסיווריה-לשון-החותנת,סנסיווריה סופרב - לשון החותנת,צמחים-לבית-ולמשרד,98.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-לשון-החותנת/
סנסיווריה-מיקדו,סנסיווריה מיקדו,צמחים-לבית-ולמשרד,64.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-מיקדו/
סנסיווריה-עציץ-בינוני,סנסיווריה - עציץ בינוני,צמחים-לבית-ולמשרד,55.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-עציץ-בינוני/
סנסיווריה-עציץ-גדול,סנסיווריה - עציץ גדול,צמחים-לבית-ולמשרד,90.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-עציץ-גדול/
סנסיווריה-עציץ-ענק,סנסיווריה - עציץ ענק,צמחים-לבית-ולמשרד,175.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-עציץ-ענק/
סנסיווריה-עציץ-קטן,סנסיווריה - עציץ קטן,צמחים-לבית-ולמשרד,56.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-עציץ-קטן/
סנסיווריה-צבעונית,סנסיווריה צבעונית בכלי קרמיקה,צמחים-לבית-ולמשרד,149.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-צבעונית/
סנסיווריה-צמה,סנסיווריה טוויסט,צמחים-לבית-ולמשרד,102.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה-צמה/
סנסיווריה,סנסיווריה,צמחים-לבית-ולמשרד,70.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/סנסיווריה/
ספטיפיליום-בכלי-מעוצב,ספטיפיליום בכלי מעוצב,צמחים-לבית-ולמשרד,199.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום-בכלי-מעוצב/
ספטיפיליום-בכלי-קרמיקה-בקבוק-יין,ספטיפיליום בכלי קרמיקה + בקבוק יין,צמחים-לבית-ולמשרד,130.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום-בכלי-קרמיקה-בקבוק-יין/
ספטיפיליום-גדול,ספטיפיליום גדול,צמחים-לבית-ולמשרד,145.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום-גדול/
ספטיפיליום-ענק,ספטיפיליום ענק,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום-ענק/
ספטיפיליום-קטן,ספטיפיליום קטן,צמחים-לבית-ולמשרד,,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום-קטן/
ספטיפיליום,ספטיפיליום בינוני,צמחים-לבית-ולמשרד,69.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטיפיליום/
ספטפיליום-ענק-בכלי,ספטפיליום ענק בכלי,צמחים-לבית-ולמשרד,569.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטפיליום-ענק-בכלי/
ספטפיליום-ענק,ספטפיליום ענק,צמחים-לבית-ולמשרד,299.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/ספטפיליום-ענק/
סקיבולה,סקיבולה,צמחים-למרפסת-ולגינה,15.9,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/סקיבולה/
עגבניית-שרי,עגבניית שרי,צמחים-למרפסת-ולגינה,45.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/עגבניית-שרי/
ענבל-פלטיקודון,ענבל (פלטיקודון),צמחים-למרפסת-ולגינה,22.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/ענבל-פלטיקודון/
עץ-אבוקדו,עץ אבוקדו,עצים,180.0,https://azurflowers.co.il/חנות/עצים/עץ-אבוקדו/
